Group,WGET
Group 1,00.286
Group 1,00.265
Group 1,00.302
Group 1,00.282
Group 1,00.302
Group 1,00.296
Group 1,00.293
Group 1,00.288
Group 1,00.313
Group 1,00.297
Group 1,00.300
Group 1,00.290
Group 1,00.289
Group 1,00.286
Group 1,00.295
Group 1,00.299
Group 1,00.284
Group 1,00.275
Group 1,00.268
Group 1,00.281
Group 1,00.302
Group 1,00.285
Group 1,00.307
Group 1,00.485
Group 1,00.286
Group 1,00.291
Group 1,00.261
Group 1,00.308
Group 1,00.297
Group 1,00.356
Group 2,00.701
Group 2,00.599
Group 2,00.667
Group 2,00.676
Group 2,00.687
Group 2,00.672
Group 2,00.642
Group 2,00.632
Group 2,00.677
Group 2,00.706
Group 2,00.698
Group 2,00.676
Group 2,00.651
Group 2,00.623
Group 2,00.645
Group 2,00.637
Group 2,00.664
Group 2,00.686
Group 2,00.666
Group 2,00.668
Group 2,00.709
Group 2,00.674
Group 2,00.690
Group 2,00.697
Group 2,00.762
Group 2,00.662
Group 2,00.700
Group 2,00.685
Group 2,00.668
Group 2,00.694
