Group,CURL
Group 2,61.01677432374
Group 2,21.01677432395
Group 2,21.01677432416
Group 2,61.01677432437
Group 2,20.01677432457
Group 2,21.01677432478
Group 2,61.01677432499
Group 2,21.01677432520
Group 2,61.01677432541
Group 2,21.01677432562
Group 2,21.01677432583
Group 2,60.01677432603
Group 2,21.01677432624
Group 2,21.01677432645
Group 2,61.01677432666
Group 2,21.01677432687
Group 2,21.01677432708
Group 2,60.01677432728
Group 2,21.01677432749
Group 2,21.01677432770
Group 2,61.01677432791
Group 2,21.01677432812
Group 2,21.01677432833
Group 2,61.01677432854
Group 2,20.01677432874
Group 2,21.01677432895
Group 2,61.01677432916
Group 2,21.01677432937
Group 2,21.01677432958
Group 2,61.01677432979
