Group,CURL
Group 2,1.01677433919
Group 2,.01677433919
Group 2,41.01677433920
Group 2,.01677433920
Group 2,1.01677433921
Group 2,.01677433921
Group 2,1.01677433922
Group 2,.01677433922
Group 2,1.01677433923
Group 2,.01677433923
Group 2,1.01677433924
Group 2,.01677433924
Group 2,1.01677433925
Group 2,.01677433925
Group 2,1.01677433926
Group 2,.01677433926
Group 2,1.01677433927
Group 2,.01677433927
Group 2,1.01677433928
Group 2,.01677433928
Group 2,1.01677433929
Group 2,.01677433929
Group 2,1.01677433930
Group 2,.01677433930
Group 2,1.01677433931
Group 2,1.01677433932
Group 2,.01677433932
Group 2,1.01677433933
Group 2,.01677433933
Group 2,1.01677433934
