Data; Group; Nome_POD; IPERF
seg 27 fev 2023 12:50:32 -03; Group 2; vote-79787c6c8b-kb9gv; 31.84
seg 27 fev 2023 12:51:05 -03; Group 2; vote-79787c6c8b-kb9gv; 31.86
seg 27 fev 2023 12:51:37 -03; Group 2; vote-79787c6c8b-kb9gv; 31.86
seg 27 fev 2023 12:52:09 -03; Group 2; vote-79787c6c8b-kb9gv; 31.87
seg 27 fev 2023 12:52:41 -03; Group 2; vote-79787c6c8b-kb9gv; 31.87
seg 27 fev 2023 12:53:14 -03; Group 2; vote-79787c6c8b-kb9gv; 31.74
seg 27 fev 2023 12:53:46 -03; Group 2; vote-79787c6c8b-kb9gv; 31.85
seg 27 fev 2023 12:54:18 -03; Group 2; vote-79787c6c8b-kb9gv; 31.87
seg 27 fev 2023 12:54:50 -03; Group 2; vote-79787c6c8b-kb9gv; 31.88
seg 27 fev 2023 12:55:23 -03; Group 2; vote-79787c6c8b-kb9gv; 31.88
seg 27 fev 2023 12:55:55 -03; Group 2; vote-79787c6c8b-kb9gv; 31.85
seg 27 fev 2023 12:56:27 -03; Group 2; vote-79787c6c8b-kb9gv; 31.86
seg 27 fev 2023 12:56:59 -03; Group 2; vote-79787c6c8b-kb9gv; 31.83
seg 27 fev 2023 12:57:32 -03; Group 2; vote-79787c6c8b-kb9gv; 31.70
seg 27 fev 2023 12:58:04 -03; Group 2; vote-79787c6c8b-kb9gv; 31.86
seg 27 fev 2023 12:58:36 -03; Group 2; vote-79787c6c8b-kb9gv; 31.85
seg 27 fev 2023 12:59:08 -03; Group 2; vote-79787c6c8b-kb9gv; 31.85
seg 27 fev 2023 12:59:41 -03; Group 2; vote-79787c6c8b-kb9gv; 31.86
seg 27 fev 2023 13:00:13 -03; Group 2; vote-79787c6c8b-kb9gv; 31.86
seg 27 fev 2023 13:00:45 -03; Group 2; vote-79787c6c8b-kb9gv; 31.85
seg 27 fev 2023 13:01:17 -03; Group 2; vote-79787c6c8b-kb9gv; 31.84
seg 27 fev 2023 13:01:50 -03; Group 2; vote-79787c6c8b-kb9gv; 31.83
seg 27 fev 2023 13:02:22 -03; Group 2; vote-79787c6c8b-kb9gv; 31.72
seg 27 fev 2023 13:02:54 -03; Group 2; vote-79787c6c8b-kb9gv; 31.85
seg 27 fev 2023 13:03:26 -03; Group 2; vote-79787c6c8b-kb9gv; 31.65
seg 27 fev 2023 13:03:59 -03; Group 2; vote-79787c6c8b-kb9gv; 31.85
seg 27 fev 2023 13:04:31 -03; Group 2; vote-79787c6c8b-kb9gv; 31.86
seg 27 fev 2023 13:05:03 -03; Group 2; vote-79787c6c8b-kb9gv; 31.83
seg 27 fev 2023 13:05:36 -03; Group 2; vote-79787c6c8b-kb9gv; 31.85
seg 27 fev 2023 13:06:08 -03; Group 2; vote-79787c6c8b-kb9gv; 31.86
