Data; Group; Nome_POD; IPERF
seg 27 fev 2023 12:02:09 -03; Group 2; db-684b9b49fd-bnrfq; 031.91
seg 27 fev 2023 12:02:42 -03; Group 2; db-684b9b49fd-bnrfq; 031.83
seg 27 fev 2023 12:03:14 -03; Group 2; db-684b9b49fd-bnrfq; 031.87
seg 27 fev 2023 12:03:46 -03; Group 2; db-684b9b49fd-bnrfq; 031.85
seg 27 fev 2023 12:04:18 -03; Group 2; db-684b9b49fd-bnrfq; 031.81
seg 27 fev 2023 12:04:51 -03; Group 2; db-684b9b49fd-bnrfq; 031.83
seg 27 fev 2023 12:05:23 -03; Group 2; db-684b9b49fd-bnrfq; 031.86
seg 27 fev 2023 12:05:55 -03; Group 2; db-684b9b49fd-bnrfq; 031.88
seg 27 fev 2023 12:06:27 -03; Group 2; db-684b9b49fd-bnrfq; 031.79
seg 27 fev 2023 12:07:00 -03; Group 2; db-684b9b49fd-bnrfq; 031.87
seg 27 fev 2023 12:07:32 -03; Group 2; db-684b9b49fd-bnrfq; 031.56
seg 27 fev 2023 12:08:04 -03; Group 2; db-684b9b49fd-bnrfq; 031.85
seg 27 fev 2023 12:08:36 -03; Group 2; db-684b9b49fd-bnrfq; 031.83
seg 27 fev 2023 12:09:09 -03; Group 2; db-684b9b49fd-bnrfq; 031.85
seg 27 fev 2023 12:09:41 -03; Group 2; db-684b9b49fd-bnrfq; 031.87
seg 27 fev 2023 12:10:13 -03; Group 2; db-684b9b49fd-bnrfq; 031.85
seg 27 fev 2023 12:10:45 -03; Group 2; db-684b9b49fd-bnrfq; 031.86
seg 27 fev 2023 12:11:18 -03; Group 2; db-684b9b49fd-bnrfq; 031.81
seg 27 fev 2023 12:11:50 -03; Group 2; db-684b9b49fd-bnrfq; 031.81
seg 27 fev 2023 12:12:22 -03; Group 2; db-684b9b49fd-bnrfq; 031.67
seg 27 fev 2023 12:12:54 -03; Group 2; db-684b9b49fd-bnrfq; 031.85
seg 27 fev 2023 12:13:27 -03; Group 2; db-684b9b49fd-bnrfq; 031.84
seg 27 fev 2023 12:13:59 -03; Group 2; db-684b9b49fd-bnrfq; 031.86
seg 27 fev 2023 12:14:31 -03; Group 2; db-684b9b49fd-bnrfq; 031.87
seg 27 fev 2023 12:15:03 -03; Group 2; db-684b9b49fd-bnrfq; 031.86
seg 27 fev 2023 12:15:36 -03; Group 2; db-684b9b49fd-bnrfq; 031.82
seg 27 fev 2023 12:16:08 -03; Group 2; db-684b9b49fd-bnrfq; 031.84
seg 27 fev 2023 12:16:40 -03; Group 2; db-684b9b49fd-bnrfq; 031.83
seg 27 fev 2023 12:17:12 -03; Group 2; db-684b9b49fd-bnrfq; 031.84
seg 27 fev 2023 12:17:45 -03; Group 2; db-684b9b49fd-bnrfq; 031.80
