Data; Group; Nome_POD; IPERF
seg 27 fev 2023 13:06:18 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:06:29 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:06:39 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:06:50 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:07:00 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:07:11 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:07:21 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:07:32 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.09
seg 27 fev 2023 13:07:42 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:07:53 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:08:03 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:08:14 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:08:24 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:08:35 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:08:45 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:08:56 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:09:06 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:09:17 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:09:27 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:09:38 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:09:48 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:09:59 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.09
seg 27 fev 2023 13:10:09 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:10:20 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:10:30 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.10
seg 27 fev 2023 13:10:41 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:10:51 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:11:02 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:11:12 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
seg 27 fev 2023 13:11:23 -03; Group 2; worker-78b9ff59fc-7gcc6; 010.08
