Group,media
Group 1,0.274667
Group 1,0.263333
Group 1,0.281667
Group 1,0.282667
Group 1,0.273667
Group 1,0.276
Group 1,0.460667
Group 1,0.267
Group 1,0.264
Group 1,0.280333
Group 2,5.01233
Group 2,5.01167
Group 2,5.01367
Group 2,5.01233
Group 2,5.01167
Group 2,5.01233
Group 2,5.01267
Group 2,5.01067
Group 2,5.01433
Group 2,5.012
