Group,media
Group 1,0.289
Group 1,0.283333
Group 1,0.299
Group 1,0.299667
Group 1,0.292333
Group 1,0.286
Group 1,0.309667
Group 1,0.292
Group 1,0.290667
Group 1,0.665
Group 2,5.02133
Group 2,5.02267
Group 2,5.02267
Group 2,5.02367
Group 2,5.02133
Group 2,5.02067
Group 2,5.02033
Group 2,5.02
Group 2,5.023
Group 2,5.02633
