Group,CURL
Group 1,1.01677956970
Group 1,.01677956970
Group 1,.01677956970
Group 1,.01677956970
Group 1,1.01677956971
Group 1,.01677956971
Group 1,.01677956971
Group 1,.01677956971
Group 1,1.01677956972
Group 1,.01677956972
Group 1,.01677956972
Group 1,.01677956972
Group 1,1.01677956973
Group 1,.01677956973
Group 1,.01677956973
Group 1,.01677956973
Group 1,.01677956973
Group 1,1.01677956974
Group 1,.01677956974
Group 1,.01677956974
Group 1,.01677956974
Group 1,1.01677956975
Group 1,.01677956975
Group 1,.01677956975
Group 1,.01677956975
Group 1,.01677956975
Group 1,.01677956976
Group 1,.01677956976
Group 1,.01677956976
Group 1,.01677956976
Group 2,61.01677958622
Group 2,20.01677958642
Group 2,21.01677958663
Group 2,61.01677958684
Group 2,21.01677958705
Group 2,21.01677958726
Group 2,61.01677958747
Group 2,21.01677958768
Group 2,20.01677958788
Group 2,61.01677958809
Group 2,21.01677958830
Group 2,21.01677958851
Group 2,61.01677958872
Group 2,21.01677958893
Group 2,20.01677958913
Group 2,61.01677958934
Group 2,21.01677958955
Group 2,21.01677958976
Group 2,61.01677958997
Group 2,21.01677959018
Group 2,20.01677959038
Group 2,60.01677959059
Group 2,21.01677959080
Group 2,61.01677959101
Group 2,21.01677959122
Group 2,21.01677959143
Group 2,60.01677959163
Group 2,20.01677959184
Group 2,21.01677959205
Group 2,61.01677959226
