Group,WGET
Group 1,00.310
Group 1,00.259
Group 1,00.270
Group 1,00.286
Group 1,00.301
Group 1,00.294
Group 1,00.308
Group 1,00.280
Group 1,00.284
Group 1,00.259
Group 1,00.269
Group 1,00.281
Group 1,00.283
Group 1,00.297
Group 1,00.279
Group 1,00.281
Group 1,00.279
Group 1,00.270
Group 1,00.286
Group 1,00.284
Group 1,00.272
Group 1,00.265
Group 1,00.324
Group 1,00.300
Group 1,00.264
Group 1,00.296
Group 1,00.289
Group 1,00.279
Group 1,00.285
Group 1,00.264
Group 2,020.038
Group 2,020.030
Group 2,020.034
Group 2,020.044
Group 2,020.034
Group 2,020.040
Group 2,020.031
Group 2,020.037
Group 2,020.039
Group 2,020.035
Group 2,020.033
Group 2,020.039
Group 2,020.067
Group 2,020.035
Group 2,020.032
Group 2,020.035
Group 2,020.041
Group 2,020.030
Group 2,020.033
Group 2,020.048
Group 2,020.034
Group 2,020.031
Group 2,020.042
Group 2,020.038
Group 2,020.042
Group 2,020.030
Group 2,020.038
Group 2,020.039
Group 2,020.034
Group 2,020.032
