Group,WGET
Group 1,00.287
Group 1,00.282
Group 1,00.293
Group 1,00.281
Group 1,00.290
Group 1,00.285
Group 1,00.282
Group 1,00.289
Group 1,00.265
Group 1,00.283
Group 1,00.286
Group 1,00.302
Group 1,00.298
Group 1,00.282
Group 1,00.285
Group 1,00.280
Group 1,00.280
Group 1,00.293
Group 1,00.269
Group 1,00.263
Group 1,00.285
Group 1,00.271
Group 1,00.279
Group 1,00.270
Group 1,00.284
Group 1,00.281
Group 1,00.274
Group 1,00.264
Group 1,00.274
Group 1,00.256
Group 2,00.285
Group 2,00.287
Group 2,00.287
Group 2,00.283
Group 2,00.306
Group 2,00.271
Group 2,00.294
Group 2,00.287
Group 2,00.280
Group 2,00.283
Group 2,00.269
Group 2,00.280
Group 2,00.267
Group 2,00.275
Group 2,00.275
Group 2,00.290
Group 2,00.272
Group 2,00.283
Group 2,00.287
Group 2,00.292
Group 2,00.281
Group 2,00.304
Group 2,00.272
Group 2,00.273
Group 2,00.302
Group 2,00.286
Group 2,00.266
Group 2,00.274
Group 2,00.294
Group 2,00.270
