Group,CURL
Group 2,61.01677532089
Group 2,21.01677532110
Group 2,21.01677532131
Group 2,61.01677532152
Group 2,21.01677532173
Group 2,21.01677532194
Group 2,61.01677532215
Group 2,20.01677532235
Group 2,21.01677532256
Group 2,61.01677532277
Group 2,21.01677532298
Group 2,21.01677532319
Group 2,61.01677532340
Group 2,20.01677532360
Group 2,61.01677532381
Group 2,21.01677532402
Group 2,21.01677532423
Group 2,61.01677532444
Group 2,21.01677532465
Group 2,20.01677532485
Group 2,61.01677532506
Group 2,21.01677532527
Group 2,21.01677532548
Group 2,61.01677532569
Group 2,21.01677532590
Group 2,21.01677532611
Group 2,61.01677532632
Group 2,20.01677532652
Group 2,21.01677532673
Group 2,61.01677532694
