Data; Group; Nome_POD; IPERF
dom 26 fev 2023 18:31:07 -03; Group 1; result-77f68799c4-t2pjf; 010.09
dom 26 fev 2023 18:31:17 -03; Group 1; result-77f68799c4-t2pjf; 010.09
dom 26 fev 2023 18:31:28 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:31:38 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:31:49 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:31:59 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:32:10 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:32:20 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:32:31 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:32:41 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:32:52 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:33:02 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:33:13 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:33:23 -03; Group 1; result-77f68799c4-t2pjf; 010.09
dom 26 fev 2023 18:33:34 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:33:44 -03; Group 1; result-77f68799c4-t2pjf; 010.09
dom 26 fev 2023 18:33:55 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:34:05 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:34:16 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:34:26 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:34:37 -03; Group 1; result-77f68799c4-t2pjf; 010.09
dom 26 fev 2023 18:34:47 -03; Group 1; result-77f68799c4-t2pjf; 010.09
dom 26 fev 2023 18:34:58 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:35:08 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:35:19 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:35:29 -03; Group 1; result-77f68799c4-t2pjf; 010.09
dom 26 fev 2023 18:35:40 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:35:50 -03; Group 1; result-77f68799c4-t2pjf; 010.08
dom 26 fev 2023 18:36:01 -03; Group 1; result-77f68799c4-t2pjf; 010.09
dom 26 fev 2023 18:36:11 -03; Group 1; result-77f68799c4-t2pjf; 010.08
