Data; Group; Nome_POD; IPERF
dom 26 fev 2023 18:36:22 -03; Group 1; vote-79787c6c8b-msz44; 8.99
dom 26 fev 2023 18:36:32 -03; Group 1; vote-79787c6c8b-msz44; 8.93
dom 26 fev 2023 18:36:43 -03; Group 1; vote-79787c6c8b-msz44; 9.07
dom 26 fev 2023 18:36:53 -03; Group 1; vote-79787c6c8b-msz44; 9.06
dom 26 fev 2023 18:37:04 -03; Group 1; vote-79787c6c8b-msz44; 9.27
dom 26 fev 2023 18:37:14 -03; Group 1; vote-79787c6c8b-msz44; 8.93
dom 26 fev 2023 18:37:25 -03; Group 1; vote-79787c6c8b-msz44; 9.09
dom 26 fev 2023 18:37:35 -03; Group 1; vote-79787c6c8b-msz44; 8.79
dom 26 fev 2023 18:37:46 -03; Group 1; vote-79787c6c8b-msz44; 8.86
dom 26 fev 2023 18:37:56 -03; Group 1; vote-79787c6c8b-msz44; 8.98
dom 26 fev 2023 18:38:07 -03; Group 1; vote-79787c6c8b-msz44; 9.10
dom 26 fev 2023 18:38:17 -03; Group 1; vote-79787c6c8b-msz44; 8.81
dom 26 fev 2023 18:38:28 -03; Group 1; vote-79787c6c8b-msz44; 9.25
dom 26 fev 2023 18:38:38 -03; Group 1; vote-79787c6c8b-msz44; 8.90
dom 26 fev 2023 18:38:49 -03; Group 1; vote-79787c6c8b-msz44; 8.89
dom 26 fev 2023 18:38:59 -03; Group 1; vote-79787c6c8b-msz44; 9.28
dom 26 fev 2023 18:39:10 -03; Group 1; vote-79787c6c8b-msz44; 8.92
dom 26 fev 2023 18:39:20 -03; Group 1; vote-79787c6c8b-msz44; 8.94
dom 26 fev 2023 18:39:31 -03; Group 1; vote-79787c6c8b-msz44; 8.84
dom 26 fev 2023 18:39:41 -03; Group 1; vote-79787c6c8b-msz44; 8.80
dom 26 fev 2023 18:39:52 -03; Group 1; vote-79787c6c8b-msz44; 8.89
dom 26 fev 2023 18:40:02 -03; Group 1; vote-79787c6c8b-msz44; 8.94
dom 26 fev 2023 18:40:13 -03; Group 1; vote-79787c6c8b-msz44; 9.00
dom 26 fev 2023 18:40:23 -03; Group 1; vote-79787c6c8b-msz44; 9.02
dom 26 fev 2023 18:40:34 -03; Group 1; vote-79787c6c8b-msz44; 9.21
dom 26 fev 2023 18:40:44 -03; Group 1; vote-79787c6c8b-msz44; 8.94
dom 26 fev 2023 18:40:55 -03; Group 1; vote-79787c6c8b-msz44; 9.15
dom 26 fev 2023 18:41:05 -03; Group 1; vote-79787c6c8b-msz44; 9.08
dom 26 fev 2023 18:41:16 -03; Group 1; vote-79787c6c8b-msz44; 9.03
dom 26 fev 2023 18:41:26 -03; Group 1; vote-79787c6c8b-msz44; 8.96
