Data; Group; Nome_POD; IPERF
dom 26 fev 2023 18:25:52 -03; Group 1; redis-67db9bd79b-s2hc6; 8.92
dom 26 fev 2023 18:26:02 -03; Group 1; redis-67db9bd79b-s2hc6; 9.23
dom 26 fev 2023 18:26:13 -03; Group 1; redis-67db9bd79b-s2hc6; 9.07
dom 26 fev 2023 18:26:23 -03; Group 1; redis-67db9bd79b-s2hc6; 8.85
dom 26 fev 2023 18:26:34 -03; Group 1; redis-67db9bd79b-s2hc6; 8.93
dom 26 fev 2023 18:26:44 -03; Group 1; redis-67db9bd79b-s2hc6; 9.11
dom 26 fev 2023 18:26:55 -03; Group 1; redis-67db9bd79b-s2hc6; 8.72
dom 26 fev 2023 18:27:05 -03; Group 1; redis-67db9bd79b-s2hc6; 8.73
dom 26 fev 2023 18:27:16 -03; Group 1; redis-67db9bd79b-s2hc6; 8.74
dom 26 fev 2023 18:27:26 -03; Group 1; redis-67db9bd79b-s2hc6; 9.02
dom 26 fev 2023 18:27:37 -03; Group 1; redis-67db9bd79b-s2hc6; 8.95
dom 26 fev 2023 18:27:47 -03; Group 1; redis-67db9bd79b-s2hc6; 9.01
dom 26 fev 2023 18:27:58 -03; Group 1; redis-67db9bd79b-s2hc6; 8.81
dom 26 fev 2023 18:28:08 -03; Group 1; redis-67db9bd79b-s2hc6; 9.05
dom 26 fev 2023 18:28:19 -03; Group 1; redis-67db9bd79b-s2hc6; 8.86
dom 26 fev 2023 18:28:29 -03; Group 1; redis-67db9bd79b-s2hc6; 9.01
dom 26 fev 2023 18:28:40 -03; Group 1; redis-67db9bd79b-s2hc6; 8.94
dom 26 fev 2023 18:28:50 -03; Group 1; redis-67db9bd79b-s2hc6; 9.13
dom 26 fev 2023 18:29:01 -03; Group 1; redis-67db9bd79b-s2hc6; 8.75
dom 26 fev 2023 18:29:11 -03; Group 1; redis-67db9bd79b-s2hc6; 8.95
dom 26 fev 2023 18:29:22 -03; Group 1; redis-67db9bd79b-s2hc6; 9.10
dom 26 fev 2023 18:29:32 -03; Group 1; redis-67db9bd79b-s2hc6; 8.92
dom 26 fev 2023 18:29:43 -03; Group 1; redis-67db9bd79b-s2hc6; 8.99
dom 26 fev 2023 18:29:53 -03; Group 1; redis-67db9bd79b-s2hc6; 9.04
dom 26 fev 2023 18:30:04 -03; Group 1; redis-67db9bd79b-s2hc6; 8.97
dom 26 fev 2023 18:30:14 -03; Group 1; redis-67db9bd79b-s2hc6; 9.13
dom 26 fev 2023 18:30:25 -03; Group 1; redis-67db9bd79b-s2hc6; 8.93
dom 26 fev 2023 18:30:35 -03; Group 1; redis-67db9bd79b-s2hc6; 8.90
dom 26 fev 2023 18:30:46 -03; Group 1; redis-67db9bd79b-s2hc6; 9.02
dom 26 fev 2023 18:30:56 -03; Group 1; redis-67db9bd79b-s2hc6; 8.86
