Group,media
Group 1,0.3045
Group 1,0.299467
Group 1,0.00113333
Group 1,0.3253
Group 1,0.305333
Group 1,0.3076
Group 1,0.691
Group 1,0.311733
Group 1,0.296267
Group 1,0.315067
Group 2,20.632
Group 2,20.624
Group 2,20.6435
Group 2,20.6336
Group 2,20.6062
Group 2,20.6177
Group 2,20.6207
Group 2,20.6213
Group 2,20.6253
Group 2,20.6258
