Group,CURL
Group 1,00.332
Group 1,00.310
Group 1,00.302
Group 1,00.304
Group 1,00.290
Group 1,00.315
Group 1,00.318
Group 1,00.288
Group 1,00.297
Group 1,00.292
Group 1,00.305
Group 1,00.334
Group 1,00.313
Group 1,00.302
Group 1,00.303
Group 1,00.343
Group 1,00.314
Group 1,00.290
Group 1,00.285
Group 1,00.304
Group 1,00.315
Group 1,00.299
Group 1,00.288
Group 1,00.313
Group 1,00.285
Group 1,00.313
Group 1,00.301
Group 1,00.305
Group 1,00.297
Group 1,00.274
Group 2,020.639
Group 2,020.592
Group 2,020.625
Group 2,020.617
Group 2,020.612
Group 2,020.616
Group 2,020.609
Group 2,020.632
Group 2,020.632
Group 2,020.594
Group 2,020.690
Group 2,020.560
Group 2,020.616
Group 2,020.619
Group 2,020.598
Group 2,020.623
Group 2,020.635
Group 2,020.594
Group 2,020.622
Group 2,020.629
Group 2,020.615
Group 2,020.682
Group 2,020.666
Group 2,020.587
Group 2,020.686
Group 2,020.606
Group 2,020.621
Group 2,020.643
Group 2,020.650
Group 2,020.666
