Group,CURL
Group 1,00.326
Group 1,00.302
Group 1,00.294
Group 1,00.274
Group 1,00.294
Group 1,00.309
Group 1,00.305
Group 1,00.349
Group 1,00.334
Group 1,00.293
Group 1,00.316
Group 1,00.330
Group 1,00.310
Group 1,00.343
Group 1,00.309
Group 1,00.325
Group 1,00.349
Group 1,00.326
Group 1,00.306
Group 1,00.309
Group 1,00.335
Group 1,00.271
Group 1,00.321
Group 1,00.298
Group 1,00.317
Group 1,00.319
Group 1,00.329
Group 1,00.317
Group 1,00.310
Group 1,00.332
Group 2,020.581
Group 2,020.587
Group 2,020.663
Group 2,020.603
Group 2,020.656
Group 2,020.632
Group 2,020.600
Group 2,020.610
Group 2,020.630
Group 2,020.594
Group 2,020.651
Group 2,020.669
Group 2,020.612
Group 2,020.633
Group 2,020.695
Group 2,020.596
Group 2,020.621
Group 2,020.591
Group 2,020.616
Group 2,020.643
Group 2,020.590
Group 2,020.642
Group 2,020.648
Group 2,020.613
Group 2,020.671
Group 2,020.673
Group 2,020.621
Group 2,020.632
Group 2,020.614
Group 2,020.587
