Group,CURL
Group 1,00.300
Group 1,00.268
Group 1,00.305
Group 1,00.310
Group 1,00.297
Group 1,00.299
Group 1,00.297
Group 1,00.317
Group 1,00.287
Group 1,00.307
Group 1,00.313
Group 1,00.347
Group 1,00.303
Group 1,00.310
Group 1,00.304
Group 1,00.287
Group 1,00.307
Group 1,00.320
Group 1,00.310
Group 1,00.295
Group 1,00.314
Group 1,00.284
Group 1,00.317
Group 1,00.310
Group 1,00.328
Group 1,00.308
Group 1,00.313
Group 1,00.298
Group 1,00.273
Group 1,00.296
Group 2,00.328
Group 2,00.326
Group 2,00.315
Group 2,00.282
Group 2,00.316
Group 2,00.314
Group 2,00.328
Group 2,00.394
Group 2,00.305
Group 2,00.323
Group 2,00.306
Group 2,00.297
Group 2,00.319
Group 2,00.353
Group 2,00.299
Group 2,00.323
Group 2,00.308
Group 2,00.295
Group 2,00.367
Group 2,00.308
Group 2,00.304
Group 2,00.292
Group 2,00.533
Group 2,00.577
Group 2,00.296
Group 2,00.338
Group 2,00.542
Group 2,00.299
Group 2,00.306
Group 2,00.286
