Data; Group; Nome_POD; APT
sex 03 mar 2023 18:57:06 -03; Group 2; vote-79787c6c8b-sbggz; 10.20
sex 03 mar 2023 18:57:16 -03; Group 2; vote-79787c6c8b-sbggz; 10.20
sex 03 mar 2023 18:57:27 -03; Group 2; vote-79787c6c8b-sbggz; 10.20
sex 03 mar 2023 18:57:38 -03; Group 2; vote-79787c6c8b-sbggz; 10.19
sex 03 mar 2023 18:57:48 -03; Group 2; vote-79787c6c8b-sbggz; 10.22
sex 03 mar 2023 18:57:59 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 18:58:10 -03; Group 2; vote-79787c6c8b-sbggz; 10.21
sex 03 mar 2023 18:58:20 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 18:58:31 -03; Group 2; vote-79787c6c8b-sbggz; 10.20
sex 03 mar 2023 18:58:41 -03; Group 2; vote-79787c6c8b-sbggz; 10.20
sex 03 mar 2023 18:58:52 -03; Group 2; vote-79787c6c8b-sbggz; 10.20
sex 03 mar 2023 18:59:02 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 18:59:13 -03; Group 2; vote-79787c6c8b-sbggz; 10.21
sex 03 mar 2023 18:59:24 -03; Group 2; vote-79787c6c8b-sbggz; 10.24
sex 03 mar 2023 18:59:34 -03; Group 2; vote-79787c6c8b-sbggz; 10.19
sex 03 mar 2023 18:59:45 -03; Group 2; vote-79787c6c8b-sbggz; 10.19
sex 03 mar 2023 18:59:55 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 19:00:06 -03; Group 2; vote-79787c6c8b-sbggz; 10.20
sex 03 mar 2023 19:00:16 -03; Group 2; vote-79787c6c8b-sbggz; 10.20
sex 03 mar 2023 19:00:27 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 19:00:38 -03; Group 2; vote-79787c6c8b-sbggz; 10.19
sex 03 mar 2023 19:00:48 -03; Group 2; vote-79787c6c8b-sbggz; 10.23
sex 03 mar 2023 19:00:59 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 19:01:10 -03; Group 2; vote-79787c6c8b-sbggz; 10.19
sex 03 mar 2023 19:01:20 -03; Group 2; vote-79787c6c8b-sbggz; 10.17
sex 03 mar 2023 19:01:31 -03; Group 2; vote-79787c6c8b-sbggz; 10.19
sex 03 mar 2023 19:01:41 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 19:01:52 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 19:02:02 -03; Group 2; vote-79787c6c8b-sbggz; 10.18
sex 03 mar 2023 19:02:13 -03; Group 2; vote-79787c6c8b-sbggz; 10.19
