Data; Group; Nome_POD; APT
sex 03 mar 2023 17:50:56 -03; Group 2; redis-67db9bd79b-z92fj; 10.42
sex 03 mar 2023 17:51:07 -03; Group 2; redis-67db9bd79b-z92fj; 10.41
sex 03 mar 2023 17:51:17 -03; Group 2; redis-67db9bd79b-z92fj; 10.37
sex 03 mar 2023 17:51:28 -03; Group 2; redis-67db9bd79b-z92fj; 10.41
sex 03 mar 2023 17:51:39 -03; Group 2; redis-67db9bd79b-z92fj; 10.37
sex 03 mar 2023 17:51:50 -03; Group 2; redis-67db9bd79b-z92fj; 10.38
sex 03 mar 2023 17:52:01 -03; Group 2; redis-67db9bd79b-z92fj; 10.38
sex 03 mar 2023 17:52:11 -03; Group 2; redis-67db9bd79b-z92fj; 10.38
sex 03 mar 2023 17:52:22 -03; Group 2; redis-67db9bd79b-z92fj; 10.37
sex 03 mar 2023 17:52:33 -03; Group 2; redis-67db9bd79b-z92fj; 10.37
sex 03 mar 2023 17:52:44 -03; Group 2; redis-67db9bd79b-z92fj; 10.44
sex 03 mar 2023 17:52:55 -03; Group 2; redis-67db9bd79b-z92fj; 10.39
sex 03 mar 2023 17:53:05 -03; Group 2; redis-67db9bd79b-z92fj; 10.45
sex 03 mar 2023 17:53:16 -03; Group 2; redis-67db9bd79b-z92fj; 10.39
sex 03 mar 2023 17:53:27 -03; Group 2; redis-67db9bd79b-z92fj; 10.38
sex 03 mar 2023 17:53:38 -03; Group 2; redis-67db9bd79b-z92fj; 10.39
sex 03 mar 2023 17:53:49 -03; Group 2; redis-67db9bd79b-z92fj; 10.55
sex 03 mar 2023 17:53:59 -03; Group 2; redis-67db9bd79b-z92fj; 10.38
sex 03 mar 2023 17:54:10 -03; Group 2; redis-67db9bd79b-z92fj; 10.39
sex 03 mar 2023 17:54:21 -03; Group 2; redis-67db9bd79b-z92fj; 10.39
sex 03 mar 2023 17:54:32 -03; Group 2; redis-67db9bd79b-z92fj; 10.40
sex 03 mar 2023 17:54:43 -03; Group 2; redis-67db9bd79b-z92fj; 10.37
sex 03 mar 2023 17:54:53 -03; Group 2; redis-67db9bd79b-z92fj; 10.38
sex 03 mar 2023 17:55:04 -03; Group 2; redis-67db9bd79b-z92fj; 10.38
sex 03 mar 2023 17:55:15 -03; Group 2; redis-67db9bd79b-z92fj; 10.36
sex 03 mar 2023 17:55:26 -03; Group 2; redis-67db9bd79b-z92fj; 10.42
sex 03 mar 2023 17:55:37 -03; Group 2; redis-67db9bd79b-z92fj; 10.40
sex 03 mar 2023 17:55:47 -03; Group 2; redis-67db9bd79b-z92fj; 10.41
sex 03 mar 2023 17:55:58 -03; Group 2; redis-67db9bd79b-z92fj; 10.37
sex 03 mar 2023 17:56:09 -03; Group 2; redis-67db9bd79b-z92fj; 10.37
