Data; Group; Nome_POD; IPERF
qua 22 fev 2023 16:46:31 -03; Group 1; redis-67db9bd79b-qrpbx; 8.66
qua 22 fev 2023 16:46:42 -03; Group 1; redis-67db9bd79b-qrpbx; 8.68
qua 22 fev 2023 16:46:52 -03; Group 1; redis-67db9bd79b-qrpbx; 8.78
qua 22 fev 2023 16:47:03 -03; Group 1; redis-67db9bd79b-qrpbx; 8.88
qua 22 fev 2023 16:47:13 -03; Group 1; redis-67db9bd79b-qrpbx; 8.65
qua 22 fev 2023 16:47:24 -03; Group 1; redis-67db9bd79b-qrpbx; 8.71
qua 22 fev 2023 16:47:34 -03; Group 1; redis-67db9bd79b-qrpbx; 8.67
qua 22 fev 2023 16:47:45 -03; Group 1; redis-67db9bd79b-qrpbx; 8.55
qua 22 fev 2023 16:47:55 -03; Group 1; redis-67db9bd79b-qrpbx; 9.02
qua 22 fev 2023 16:48:06 -03; Group 1; redis-67db9bd79b-qrpbx; 8.91
qua 22 fev 2023 16:48:16 -03; Group 1; redis-67db9bd79b-qrpbx; 8.77
qua 22 fev 2023 16:48:27 -03; Group 1; redis-67db9bd79b-qrpbx; 8.63
qua 22 fev 2023 16:48:37 -03; Group 1; redis-67db9bd79b-qrpbx; 8.88
qua 22 fev 2023 16:48:48 -03; Group 1; redis-67db9bd79b-qrpbx; 8.57
qua 22 fev 2023 16:48:58 -03; Group 1; redis-67db9bd79b-qrpbx; 8.65
qua 22 fev 2023 16:49:09 -03; Group 1; redis-67db9bd79b-qrpbx; 8.72
qua 22 fev 2023 16:49:19 -03; Group 1; redis-67db9bd79b-qrpbx; 8.95
qua 22 fev 2023 16:49:30 -03; Group 1; redis-67db9bd79b-qrpbx; 8.86
qua 22 fev 2023 16:49:40 -03; Group 1; redis-67db9bd79b-qrpbx; 8.78
qua 22 fev 2023 16:49:51 -03; Group 1; redis-67db9bd79b-qrpbx; 8.48
qua 22 fev 2023 16:50:01 -03; Group 1; redis-67db9bd79b-qrpbx; 8.63
qua 22 fev 2023 16:50:12 -03; Group 1; redis-67db9bd79b-qrpbx; 9.09
qua 22 fev 2023 16:50:22 -03; Group 1; redis-67db9bd79b-qrpbx; 8.92
qua 22 fev 2023 16:50:33 -03; Group 1; redis-67db9bd79b-qrpbx; 8.80
qua 22 fev 2023 16:50:43 -03; Group 1; redis-67db9bd79b-qrpbx; 8.78
qua 22 fev 2023 16:50:54 -03; Group 1; redis-67db9bd79b-qrpbx; 8.76
qua 22 fev 2023 16:51:04 -03; Group 1; redis-67db9bd79b-qrpbx; 8.60
qua 22 fev 2023 16:51:15 -03; Group 1; redis-67db9bd79b-qrpbx; 8.62
qua 22 fev 2023 16:51:25 -03; Group 1; redis-67db9bd79b-qrpbx; 8.54
qua 22 fev 2023 16:51:36 -03; Group 1; redis-67db9bd79b-qrpbx; 9.00
