Data; Group; Nome_POD; IPERF
qua 22 fev 2023 16:51:46 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:51:57 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:52:07 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:52:18 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:52:28 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:52:39 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:52:49 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:53:00 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:53:10 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:53:21 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:53:31 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:53:42 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:53:52 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:54:03 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:54:13 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:54:24 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:54:34 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:54:45 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:54:55 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:55:06 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:55:16 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:55:27 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:55:37 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:55:48 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:55:58 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:56:09 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:56:19 -03; Group 1; result-77f68799c4-ccpd7; 010.09
qua 22 fev 2023 16:56:30 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:56:40 -03; Group 1; result-77f68799c4-ccpd7; 010.08
qua 22 fev 2023 16:56:51 -03; Group 1; result-77f68799c4-ccpd7; 010.08
