Data; Group; Nome_POD; IPERF
qua 01 mar 2023 13:42:37 -03; Group 1; redis-67db9bd79b-4fgx9; 9.17
qua 01 mar 2023 13:42:48 -03; Group 1; redis-67db9bd79b-4fgx9; 8.87
qua 01 mar 2023 13:42:58 -03; Group 1; redis-67db9bd79b-4fgx9; 8.94
qua 01 mar 2023 13:43:09 -03; Group 1; redis-67db9bd79b-4fgx9; 8.88
qua 01 mar 2023 13:43:19 -03; Group 1; redis-67db9bd79b-4fgx9; 8.91
qua 01 mar 2023 13:43:30 -03; Group 1; redis-67db9bd79b-4fgx9; 9.03
qua 01 mar 2023 13:43:40 -03; Group 1; redis-67db9bd79b-4fgx9; 9.13
qua 01 mar 2023 13:43:51 -03; Group 1; redis-67db9bd79b-4fgx9; 8.95
qua 01 mar 2023 13:44:01 -03; Group 1; redis-67db9bd79b-4fgx9; 9.03
qua 01 mar 2023 13:44:12 -03; Group 1; redis-67db9bd79b-4fgx9; 8.95
qua 01 mar 2023 13:44:22 -03; Group 1; redis-67db9bd79b-4fgx9; 8.98
qua 01 mar 2023 13:44:32 -03; Group 1; redis-67db9bd79b-4fgx9; 8.73
qua 01 mar 2023 13:44:43 -03; Group 1; redis-67db9bd79b-4fgx9; 9.15
qua 01 mar 2023 13:44:53 -03; Group 1; redis-67db9bd79b-4fgx9; 8.91
qua 01 mar 2023 13:45:04 -03; Group 1; redis-67db9bd79b-4fgx9; 9.11
qua 01 mar 2023 13:45:14 -03; Group 1; redis-67db9bd79b-4fgx9; 9.02
qua 01 mar 2023 13:45:25 -03; Group 1; redis-67db9bd79b-4fgx9; 8.97
qua 01 mar 2023 13:45:35 -03; Group 1; redis-67db9bd79b-4fgx9; 9.01
qua 01 mar 2023 13:45:46 -03; Group 1; redis-67db9bd79b-4fgx9; 8.82
qua 01 mar 2023 13:45:56 -03; Group 1; redis-67db9bd79b-4fgx9; 8.80
qua 01 mar 2023 13:46:07 -03; Group 1; redis-67db9bd79b-4fgx9; 8.88
qua 01 mar 2023 13:46:17 -03; Group 1; redis-67db9bd79b-4fgx9; 9.14
qua 01 mar 2023 13:46:28 -03; Group 1; redis-67db9bd79b-4fgx9; 8.94
qua 01 mar 2023 13:46:38 -03; Group 1; redis-67db9bd79b-4fgx9; 8.80
qua 01 mar 2023 13:46:49 -03; Group 1; redis-67db9bd79b-4fgx9; 9.03
qua 01 mar 2023 13:46:59 -03; Group 1; redis-67db9bd79b-4fgx9; 9.02
qua 01 mar 2023 13:47:10 -03; Group 1; redis-67db9bd79b-4fgx9; 8.88
qua 01 mar 2023 13:47:20 -03; Group 1; redis-67db9bd79b-4fgx9; 9.09
qua 01 mar 2023 13:47:31 -03; Group 1; redis-67db9bd79b-4fgx9; 8.76
qua 01 mar 2023 13:47:41 -03; Group 1; redis-67db9bd79b-4fgx9; 9.10
