Data; Group; Nome_POD; IPERF
qua 01 mar 2023 13:53:06 -03; Group 1; vote-79787c6c8b-9k9kn; 9.16
qua 01 mar 2023 13:53:17 -03; Group 1; vote-79787c6c8b-9k9kn; 8.99
qua 01 mar 2023 13:53:27 -03; Group 1; vote-79787c6c8b-9k9kn; 9.04
qua 01 mar 2023 13:53:38 -03; Group 1; vote-79787c6c8b-9k9kn; 9.04
qua 01 mar 2023 13:53:48 -03; Group 1; vote-79787c6c8b-9k9kn; 8.85
qua 01 mar 2023 13:53:58 -03; Group 1; vote-79787c6c8b-9k9kn; 8.98
qua 01 mar 2023 13:54:09 -03; Group 1; vote-79787c6c8b-9k9kn; 9.06
qua 01 mar 2023 13:54:19 -03; Group 1; vote-79787c6c8b-9k9kn; 9.12
qua 01 mar 2023 13:54:30 -03; Group 1; vote-79787c6c8b-9k9kn; 9.16
qua 01 mar 2023 13:54:40 -03; Group 1; vote-79787c6c8b-9k9kn; 9.24
qua 01 mar 2023 13:54:51 -03; Group 1; vote-79787c6c8b-9k9kn; 8.97
qua 01 mar 2023 13:55:02 -03; Group 1; vote-79787c6c8b-9k9kn; 9.14
qua 01 mar 2023 13:55:12 -03; Group 1; vote-79787c6c8b-9k9kn; 9.06
qua 01 mar 2023 13:55:23 -03; Group 1; vote-79787c6c8b-9k9kn; 8.85
qua 01 mar 2023 13:55:33 -03; Group 1; vote-79787c6c8b-9k9kn; 9.29
qua 01 mar 2023 13:55:43 -03; Group 1; vote-79787c6c8b-9k9kn; 9.10
qua 01 mar 2023 13:55:54 -03; Group 1; vote-79787c6c8b-9k9kn; 9.09
qua 01 mar 2023 13:56:04 -03; Group 1; vote-79787c6c8b-9k9kn; 8.76
qua 01 mar 2023 13:56:15 -03; Group 1; vote-79787c6c8b-9k9kn; 8.85
qua 01 mar 2023 13:56:25 -03; Group 1; vote-79787c6c8b-9k9kn; 8.96
qua 01 mar 2023 13:56:36 -03; Group 1; vote-79787c6c8b-9k9kn; 9.13
qua 01 mar 2023 13:56:46 -03; Group 1; vote-79787c6c8b-9k9kn; 8.91
qua 01 mar 2023 13:56:57 -03; Group 1; vote-79787c6c8b-9k9kn; 8.87
qua 01 mar 2023 13:57:07 -03; Group 1; vote-79787c6c8b-9k9kn; 8.91
qua 01 mar 2023 13:57:18 -03; Group 1; vote-79787c6c8b-9k9kn; 9.05
qua 01 mar 2023 13:57:28 -03; Group 1; vote-79787c6c8b-9k9kn; 9.01
qua 01 mar 2023 13:57:39 -03; Group 1; vote-79787c6c8b-9k9kn; 9.11
qua 01 mar 2023 13:57:49 -03; Group 1; vote-79787c6c8b-9k9kn; 8.91
qua 01 mar 2023 13:58:00 -03; Group 1; vote-79787c6c8b-9k9kn; 8.99
qua 01 mar 2023 13:58:10 -03; Group 1; vote-79787c6c8b-9k9kn; 8.98
