Group,WGET
Group 1,00.687
Group 1,00.633
Group 1,00.673
Group 1,00.778
Group 1,00.642
Group 1,00.669
Group 1,00.624
Group 1,00.703
Group 1,00.712
Group 1,00.606
Group 1,00.676
Group 1,00.649
Group 1,00.664
Group 1,00.679
Group 1,00.680
Group 1,00.626
Group 1,00.696
Group 1,00.663
Group 1,00.670
Group 1,00.645
Group 1,01.021
Group 1,00.677
Group 1,00.673
Group 1,00.665
Group 1,00.677
Group 1,00.654
Group 1,00.630
Group 1,00.657
Group 1,00.623
Group 1,00.695
Group 2,00.329
Group 2,00.284
Group 2,00.299
Group 2,00.290
Group 2,00.277
Group 2,00.299
Group 2,00.297
Group 2,00.285
Group 2,00.297
Group 2,00.299
Group 2,00.336
Group 2,00.299
Group 2,00.281
Group 2,00.307
Group 2,00.284
Group 2,00.319
Group 2,00.296
Group 2,00.300
Group 2,00.302
Group 2,00.286
Group 2,00.277
Group 2,00.291
Group 2,00.302
Group 2,00.304
Group 2,00.292
Group 2,00.301
Group 2,00.317
Group 2,00.294
Group 2,00.306
Group 2,00.324
