Group,APT
Group 1,01.795
Group 1,01.529
Group 1,01.582
Group 1,01.433
Group 1,01.475
Group 1,01.672
Group 1,01.453
Group 1,01.508
Group 1,01.477
Group 1,01.510
Group 1,01.477
Group 1,01.457
Group 1,01.437
Group 1,01.533
Group 1,01.478
Group 1,01.476
Group 1,01.652
Group 1,01.515
Group 1,01.496
Group 1,01.458
Group 1,01.508
Group 1,01.624
Group 1,01.464
Group 1,01.592
Group 1,01.503
Group 1,01.497
Group 1,01.684
Group 1,01.475
Group 1,01.494
Group 1,01.472
Group 2,21.108
Group 2,21.268
Group 2,21.146
Group 2,21.103
Group 2,21.101
Group 2,21.088
Group 2,21.118
Group 2,21.364
Group 2,21.090
Group 2,21.124
Group 2,21.154
Group 2,21.141
Group 2,21.112
Group 2,21.119
Group 2,21.124
Group 2,21.150
Group 2,21.151
Group 2,21.124
Group 2,21.097
Group 2,21.135
Group 2,21.328
Group 2,21.090
Group 2,21.043
Group 2,21.169
Group 2,21.109
Group 2,21.164
Group 2,21.094
Group 2,21.136
Group 2,21.156
Group 2,21.108
