Group,APT
Group 1,01.587
Group 1,01.324
Group 1,01.500
Group 1,01.486
Group 1,01.459
Group 1,01.544
Group 1,01.470
Group 1,01.549
Group 1,01.579
Group 1,01.515
Group 1,01.631
Group 1,01.401
Group 1,01.636
Group 1,01.581
Group 1,01.409
Group 1,01.734
Group 1,01.419
Group 1,01.526
Group 1,01.409
Group 1,01.448
Group 1,01.736
Group 1,06.391
Group 1,01.538
Group 1,01.641
Group 1,01.575
Group 1,01.454
Group 1,01.559
Group 1,01.512
Group 1,01.681
Group 1,01.407
Group 2,21.172
Group 2,21.099
Group 2,21.322
Group 2,21.127
Group 2,21.076
Group 2,21.126
Group 2,21.136
Group 2,21.127
Group 2,21.247
Group 2,21.084
Group 2,21.106
Group 2,21.140
Group 2,21.159
Group 2,21.126
Group 2,21.135
Group 2,21.188
Group 2,21.094
Group 2,21.139
Group 2,21.160
Group 2,21.133
Group 2,21.179
Group 2,21.344
Group 2,21.105
Group 2,21.058
Group 2,21.156
Group 2,21.144
Group 2,21.092
Group 2,21.386
Group 2,21.103
Group 2,21.128
