Group,WGET
Group 1,.01677355264
Group 1,1.01677355265
Group 1,.01677355265
Group 1,1.01677355266
Group 1,.01677355266
Group 1,1.01677355267
Group 1,.01677355267
Group 1,1.01677355268
Group 1,.01677355268
Group 1,1.01677355269
Group 1,.01677355269
Group 1,1.01677355270
Group 1,.01677355270
Group 1,1.01677355271
Group 1,.01677355271
Group 1,1.01677355272
Group 1,.01677355272
Group 1,1.01677355273
Group 1,.01677355273
Group 1,1.01677355274
Group 1,.01677355274
Group 1,1.01677355275
Group 1,.01677355275
Group 1,1.01677355276
Group 1,.01677355276
Group 1,1.01677355277
Group 1,.01677355277
Group 1,1.01677355278
Group 1,.01677355278
Group 1,1.01677355279
Group 2,21.01677359078
Group 2,20.01677359098
Group 2,60.01677359118
Group 2,20.01677359138
Group 2,21.01677359159
Group 2,60.01677359179
Group 2,20.01677359199
Group 2,20.01677359219
Group 2,61.01677359240
Group 2,20.01677359260
Group 2,60.01677359280
Group 2,20.01677359300
Group 2,21.01677359321
Group 2,60.01677359341
Group 2,20.01677359361
Group 2,20.01677359381
Group 2,61.01677359402
Group 2,20.01677359422
Group 2,20.01677359442
Group 2,60.01677359462
Group 2,21.01677359483
Group 2,20.01677359503
Group 2,60.01677359523
Group 2,20.01677359543
Group 2,21.01677359564
Group 2,60.01677359584
Group 2,20.01677359604
Group 2,20.01677359624
Group 2,61.01677359645
Group 2,20.01677359665
