Group,CURL
Group 1,00.332
Group 1,00.300
Group 1,00.277
Group 1,00.315
Group 1,00.300
Group 1,00.319
Group 1,00.319
Group 1,00.289
Group 1,00.325
Group 1,00.291
Group 1,00.309
Group 1,00.310
Group 1,00.286
Group 1,00.302
Group 1,00.270
Group 1,00.309
Group 1,00.296
Group 1,00.308
Group 1,00.323
Group 1,00.296
Group 1,00.299
Group 1,00.320
Group 1,00.299
Group 1,00.291
Group 1,00.298
Group 1,00.326
Group 1,00.304
Group 1,00.311
Group 1,00.311
Group 1,00.298
Group 2,020.587
Group 2,020.612
Group 2,020.623
Group 2,020.604
Group 2,020.608
Group 2,020.585
Group 2,020.618
Group 2,020.585
Group 2,020.623
Group 2,020.650
Group 2,020.602
Group 2,020.599
Group 2,020.605
Group 2,020.590
Group 2,020.673
Group 2,020.575
Group 2,020.596
Group 2,020.636
Group 2,020.613
Group 2,020.621
Group 2,020.609
Group 2,020.622
Group 2,020.609
Group 2,020.605
Group 2,020.608
Group 2,020.598
Group 2,020.605
Group 2,020.636
Group 2,020.608
Group 2,020.597
