Group,CURL
Group 1,00.285
Group 1,00.302
Group 1,00.308
Group 1,00.288
Group 1,00.291
Group 1,00.295
Group 1,00.311
Group 1,00.317
Group 1,00.298
Group 1,00.305
Group 1,00.297
Group 1,00.316
Group 1,00.303
Group 1,00.310
Group 1,00.272
Group 1,00.297
Group 1,00.298
Group 1,00.320
Group 1,00.309
Group 1,00.312
Group 1,00.313
Group 1,00.319
Group 1,00.290
Group 1,00.286
Group 1,00.278
Group 1,00.269
Group 1,00.284
Group 1,00.314
Group 1,00.313
Group 1,00.298
Group 2,00.385
Group 2,00.288
Group 2,00.310
Group 2,00.321
Group 2,00.290
Group 2,00.317
Group 2,00.325
Group 2,00.310
Group 2,00.317
Group 2,00.316
Group 2,00.304
Group 2,00.300
Group 2,00.327
Group 2,00.329
Group 2,00.317
Group 2,00.328
Group 2,00.319
Group 2,00.343
Group 2,00.311
Group 2,00.325
Group 2,00.308
Group 2,00.321
Group 2,00.303
Group 2,00.299
Group 2,00.303
Group 2,00.298
Group 2,00.294
Group 2,00.302
Group 2,00.294
Group 2,00.314
