Data; Group; Nome_POD; PING
sex 24 fev 2023 22:30:45 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:30:52 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:30:59 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:31:07 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:31:14 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:31:22 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:31:29 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:31:37 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:31:44 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:31:52 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:31:59 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:32:06 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:32:14 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:32:21 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:32:29 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:32:36 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:32:43 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:32:51 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:32:58 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:33:06 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:33:13 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:33:21 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:33:28 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:33:35 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:33:43 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:33:50 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:33:58 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:34:05 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.01
sex 24 fev 2023 22:34:12 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
sex 24 fev 2023 22:34:20 -03; Group 2; worker-78b9ff59fc-vg8bx; 007.00
