Group,APT
Group 1,02.471
Group 1,01.518
Group 1,01.424
Group 1,01.579
Group 1,01.471
Group 1,01.468
Group 1,01.503
Group 1,01.482
Group 1,01.690
Group 1,01.535
Group 1,01.562
Group 1,01.490
Group 1,01.616
Group 1,01.953
Group 1,01.519
Group 1,01.552
Group 1,01.507
Group 1,01.467
Group 1,01.838
Group 1,01.511
Group 1,01.479
Group 1,01.582
Group 1,01.447
Group 1,01.808
Group 1,01.466
Group 1,01.485
Group 1,01.452
Group 1,01.475
Group 1,02.004
Group 1,01.475
Group 2,01.676
Group 2,01.551
Group 2,01.569
Group 2,01.502
Group 2,01.508
Group 2,01.547
Group 2,01.626
Group 2,01.747
Group 2,01.600
Group 2,01.556
Group 2,01.528
Group 2,01.532
Group 2,01.781
Group 2,01.540
Group 2,01.689
Group 2,01.571
Group 2,01.670
Group 2,01.616
Group 2,01.483
Group 2,01.534
Group 2,01.529
Group 2,01.519
Group 2,01.923
Group 2,01.525
Group 2,01.658
Group 2,01.524
Group 2,01.511
Group 2,01.793
Group 2,01.654
Group 2,01.557
