Group,WGET
Group 1,00.295
Group 1,00.300
Group 1,00.268
Group 1,00.304
Group 1,00.302
Group 1,00.305
Group 1,00.279
Group 1,00.296
Group 1,00.307
Group 1,00.271
Group 1,00.300
Group 1,00.278
Group 1,00.295
Group 1,00.283
Group 1,00.304
Group 1,00.296
Group 1,00.266
Group 1,00.302
Group 1,00.282
Group 1,00.291
Group 1,00.274
Group 1,00.304
Group 1,00.293
Group 1,00.278
Group 1,00.281
Group 1,00.309
Group 1,00.295
Group 1,00.270
Group 1,00.298
Group 1,00.272
Group 2,020.044
Group 2,020.040
Group 2,020.036
Group 2,020.027
Group 2,020.029
Group 2,020.033
Group 2,020.035
Group 2,020.041
Group 2,020.026
Group 2,020.040
Group 2,020.035
Group 2,020.028
Group 2,020.032
Group 2,020.030
Group 2,020.039
Group 2,020.035
Group 2,020.034
Group 2,020.033
Group 2,020.038
Group 2,020.036
Group 2,020.034
Group 2,020.031
Group 2,020.042
Group 2,020.035
Group 2,020.033
Group 2,020.033
Group 2,020.037
Group 2,020.034
Group 2,020.030
Group 2,020.040
