Group,CURL
Group 1,00.307
Group 1,00.415
Group 1,00.283
Group 1,00.297
Group 1,00.307
Group 1,00.306
Group 1,00.317
Group 1,00.315
Group 1,00.299
Group 1,00.281
Group 1,00.309
Group 1,00.292
Group 1,00.305
Group 1,00.318
Group 1,00.291
Group 1,00.292
Group 1,00.296
Group 1,00.306
Group 1,00.289
Group 1,00.291
Group 1,00.296
Group 1,00.310
Group 1,00.292
Group 1,00.306
Group 1,00.320
Group 1,00.298
Group 1,00.301
Group 1,00.276
Group 1,00.298
Group 1,00.270
Group 2,00.305
Group 2,00.307
Group 2,00.298
Group 2,00.313
Group 2,00.292
Group 2,00.282
Group 2,00.281
Group 2,00.294
Group 2,00.282
Group 2,00.297
Group 2,00.286
Group 2,00.304
Group 2,00.327
Group 2,00.312
Group 2,00.318
Group 2,00.313
Group 2,00.313
Group 2,00.315
Group 2,00.299
Group 2,00.270
Group 2,00.329
Group 2,00.286
Group 2,00.304
Group 2,00.307
Group 2,00.296
Group 2,00.333
Group 2,00.296
Group 2,00.312
Group 2,00.327
Group 2,00.301
