Group,CURL
Group 1,00.347
Group 1,00.288
Group 1,00.283
Group 1,00.295
Group 1,00.304
Group 1,00.302
Group 1,00.301
Group 1,00.298
Group 1,00.319
Group 1,00.269
Group 1,00.297
Group 1,00.281
Group 1,00.310
Group 1,00.287
Group 1,00.268
Group 1,00.268
Group 1,00.314
Group 1,00.296
Group 1,00.290
Group 1,00.278
Group 1,00.278
Group 1,00.294
Group 1,00.302
Group 1,00.282
Group 1,00.304
Group 1,00.327
Group 1,00.284
Group 1,00.293
Group 1,00.297
Group 1,00.311
Group 2,020.599
Group 2,020.627
Group 2,020.599
Group 2,020.600
Group 2,020.577
Group 2,020.605
Group 2,020.636
Group 2,020.603
Group 2,020.599
Group 2,020.598
Group 2,020.675
Group 2,020.637
Group 2,020.640
Group 2,020.611
Group 2,020.646
Group 2,020.648
Group 2,020.606
Group 2,020.649
Group 2,020.576
Group 2,020.648
Group 2,020.628
Group 2,020.631
Group 2,020.635
Group 2,020.631
Group 2,020.656
Group 2,020.628
Group 2,020.628
Group 2,020.655
Group 2,020.641
Group 2,020.626
