Data; Group; Nome_POD; IPERF
sáb 04 mar 2023 13:58:46 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 13:58:57 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 13:59:07 -03; Group 1; result-77f68799c4-jtcfz; 010.09
sáb 04 mar 2023 13:59:17 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 13:59:28 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 13:59:38 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 13:59:49 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 13:59:59 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:00:10 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:00:20 -03; Group 1; result-77f68799c4-jtcfz; 010.09
sáb 04 mar 2023 14:00:31 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:00:41 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:00:52 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:01:02 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:01:13 -03; Group 1; result-77f68799c4-jtcfz; 010.09
sáb 04 mar 2023 14:01:23 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:01:34 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:01:44 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:01:55 -03; Group 1; result-77f68799c4-jtcfz; 010.09
sáb 04 mar 2023 14:02:05 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:02:16 -03; Group 1; result-77f68799c4-jtcfz; 010.09
sáb 04 mar 2023 14:02:26 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:02:37 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:02:47 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:02:58 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:03:08 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:03:18 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:03:29 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:03:39 -03; Group 1; result-77f68799c4-jtcfz; 010.08
sáb 04 mar 2023 14:03:50 -03; Group 1; result-77f68799c4-jtcfz; 010.08
