Group,media
Group 1,11.4168
Group 1,12.7501
Group 1,12.6834
Group 1,12.7168
Group 1,12.7168
Group 1,12.7501
Group 1,12.6834
Group 1,12.6834
Group 1,12.6834
Group 1,12.7168
Group 2,29.4501
Group 2,28.0501
Group 2,28.0834
Group 2,161.35
Group 2,29.3834
Group 2,28.1168
Group 2,28.0834
Group 2,161.417
Group 2,29.4168
Group 2,29.4501
