Group,CURL
Group 1,00.336
Group 1,00.337
Group 1,00.324
Group 1,00.364
Group 1,00.316
Group 1,00.323
Group 1,00.325
Group 1,00.313
Group 1,00.334
Group 1,00.305
Group 1,00.324
Group 1,00.308
Group 1,00.292
Group 1,00.308
Group 1,00.329
Group 1,00.296
Group 1,00.291
Group 1,00.304
Group 1,00.311
Group 1,00.335
Group 1,00.313
Group 1,00.311
Group 1,00.384
Group 1,00.283
Group 1,00.334
Group 1,00.294
Group 1,00.328
Group 1,00.298
Group 1,00.315
Group 1,00.300
Group 2,020.665
Group 2,020.604
Group 2,020.611
Group 2,020.621
Group 2,020.654
Group 2,020.625
Group 2,020.622
Group 2,020.590
Group 2,020.625
Group 2,020.642
Group 2,020.638
Group 2,020.650
Group 2,020.664
Group 2,020.607
Group 2,020.645
Group 2,020.634
Group 2,020.658
Group 2,020.610
Group 2,020.589
Group 2,020.659
Group 2,020.591
Group 2,020.598
Group 2,020.623
Group 2,020.611
Group 2,020.667
Group 2,020.607
Group 2,020.654
Group 2,020.649
Group 2,020.583
Group 2,020.629
