Group,WGET
Group 1,00.306
Group 1,00.300
Group 1,00.278
Group 1,00.277
Group 1,00.311
Group 1,00.302
Group 1,00.313
Group 1,00.279
Group 1,00.293
Group 1,00.275
Group 1,00.300
Group 1,00.276
Group 1,00.287
Group 1,00.289
Group 1,00.294
Group 1,00.304
Group 1,00.306
Group 1,00.300
Group 1,00.301
Group 1,00.294
Group 1,00.301
Group 1,00.370
Group 1,00.300
Group 1,00.276
Group 1,00.283
Group 1,00.292
Group 1,00.293
Group 1,00.288
Group 1,00.255
Group 1,00.275
Group 2,020.038
Group 2,020.033
Group 2,020.030
Group 2,020.040
Group 2,020.038
Group 2,020.040
Group 2,020.039
Group 2,020.039
Group 2,020.040
Group 2,020.034
Group 2,020.037
Group 2,020.036
Group 2,020.046
Group 2,020.039
Group 2,020.031
Group 2,020.037
Group 2,020.034
Group 2,020.179
Group 2,020.033
Group 2,020.029
Group 2,020.036
Group 2,020.042
Group 2,020.038
Group 2,020.034
Group 2,020.035
Group 2,020.032
Group 2,020.038
Group 2,020.031
Group 2,020.036
Group 2,020.032
