Group,WGET
Group 1,00.285
Group 1,00.272
Group 1,00.329
Group 1,00.284
Group 1,00.259
Group 1,00.300
Group 1,00.306
Group 1,00.288
Group 1,00.304
Group 1,00.269
Group 1,00.290
Group 1,00.283
Group 1,00.267
Group 1,00.280
Group 1,00.319
Group 1,00.282
Group 1,00.259
Group 1,00.299
Group 1,00.296
Group 1,00.284
Group 1,00.290
Group 1,00.300
Group 1,00.293
Group 1,00.352
Group 1,00.297
Group 1,00.273
Group 1,00.260
Group 1,00.284
Group 1,00.303
Group 1,00.284
Group 2,020.038
Group 2,020.036
Group 2,020.040
Group 2,020.035
Group 2,020.033
Group 2,020.037
Group 2,020.039
Group 2,020.032
Group 2,020.032
Group 2,020.033
Group 2,020.035
Group 2,020.030
Group 2,020.050
Group 2,020.047
Group 2,020.035
Group 2,020.030
Group 2,020.045
Group 2,020.028
Group 2,020.039
Group 2,020.034
Group 2,020.036
Group 2,020.038
Group 2,020.033
Group 2,020.038
Group 2,020.034
Group 2,020.034
Group 2,020.033
Group 2,020.040
Group 2,020.039
Group 2,020.026
