Group,media
Group 1,17.0501
Group 1,2.15011
Group 1,0.516774
Group 1,1.78344
Group 1,1.58345
Group 1,0.516774
Group 1,0.516781
Group 1,0.416777
Group 1,0.483449
Group 1,0.516776
Group 2,33.5501
Group 2,33.6168
Group 2,33.5834
Group 2,33.5834
Group 2,33.5834
Group 2,33.5834
Group 2,168.25
Group 2,166.917
Group 2,33.6168
