Group,WGET
Group 2,.01677701078
Group 2,1.01677701079
Group 2,.01677701079
Group 2,1.01677701080
Group 2,.01677701080
Group 2,1.01677701081
Group 2,.01677701081
Group 2,1.01677701082
Group 2,.01677701082
Group 2,1.01677701083
Group 2,.01677701083
Group 2,1.01677701084
Group 2,.01677701084
Group 2,1.01677701085
Group 2,.01677701085
Group 2,1.01677701086
Group 2,.01677701086
Group 2,1.01677701087
Group 2,.01677701087
Group 2,1.01677701088
Group 2,.01677701088
Group 2,1.01677701089
Group 2,.01677701089
Group 2,1.01677701090
Group 2,.01677701090
Group 2,1.01677701091
Group 2,.01677701091
Group 2,1.01677701092
Group 2,.01677701092
Group 2,1.01677701093
