Group,WGET
Group 2,5.01677700159
Group 2,6.01677700165
Group 2,5.01677700170
Group 2,5.01677700175
Group 2,6.01677700181
Group 2,5.01677700186
Group 2,5.01677700191
Group 2,5.01677700196
Group 2,46.01677700202
Group 2,5.01677700207
Group 2,5.01677700212
Group 2,6.01677700218
Group 2,5.01677700223
Group 2,5.01677700228
Group 2,5.01677700233
Group 2,6.01677700239
Group 2,5.01677700244
Group 2,5.01677700249
Group 2,6.01677700255
Group 2,45.01677700260
Group 2,5.01677700265
Group 2,6.01677700271
Group 2,5.01677700276
Group 2,5.01677700281
Group 2,5.01677700286
Group 2,6.01677700292
Group 2,5.01677700297
Group 2,5.01677700302
Group 2,5.01677700307
Group 2,6.01677700313
