Group,WGET
Group 2,60.01677700333
Group 2,20.01677700353
Group 2,20.01677700373
Group 2,61.01677700394
Group 2,20.01677700414
Group 2,20.01677700434
Group 2,60.01677700454
Group 2,21.01677700475
Group 2,20.01677700495
Group 2,60.01677700515
Group 2,20.01677700535
Group 2,21.01677700556
Group 2,60.01677700576
Group 2,20.01677700596
Group 2,21.01677700617
Group 2,60.01677700637
Group 2,20.01677700657
Group 2,20.01677700677
Group 2,61.01677700698
Group 2,20.01677700718
Group 2,20.01677700738
Group 2,60.01677700758
Group 2,21.01677700779
Group 2,20.01677700799
Group 2,4060.01677700819
Group 2,20.01677700839
Group 2,61.01677700860
Group 2,20.01677700880
Group 2,20.01677700900
Group 2,60.01677700920
