Data; Group; Nome_POD; IPERF
sex 24 fev 2023 15:10:10 -03; Group 1; redis-67db9bd79b-vfkg5; 8.59
sex 24 fev 2023 15:10:21 -03; Group 1; redis-67db9bd79b-vfkg5; 8.64
sex 24 fev 2023 15:10:31 -03; Group 1; redis-67db9bd79b-vfkg5; 8.78
sex 24 fev 2023 15:10:42 -03; Group 1; redis-67db9bd79b-vfkg5; 8.50
sex 24 fev 2023 15:10:52 -03; Group 1; redis-67db9bd79b-vfkg5; 8.77
sex 24 fev 2023 15:11:03 -03; Group 1; redis-67db9bd79b-vfkg5; 8.60
sex 24 fev 2023 15:11:13 -03; Group 1; redis-67db9bd79b-vfkg5; 8.84
sex 24 fev 2023 15:11:24 -03; Group 1; redis-67db9bd79b-vfkg5; 8.57
sex 24 fev 2023 15:11:34 -03; Group 1; redis-67db9bd79b-vfkg5; 8.88
sex 24 fev 2023 15:11:45 -03; Group 1; redis-67db9bd79b-vfkg5; 8.69
sex 24 fev 2023 15:11:55 -03; Group 1; redis-67db9bd79b-vfkg5; 8.91
sex 24 fev 2023 15:12:06 -03; Group 1; redis-67db9bd79b-vfkg5; 8.71
sex 24 fev 2023 15:12:16 -03; Group 1; redis-67db9bd79b-vfkg5; 8.85
sex 24 fev 2023 15:12:27 -03; Group 1; redis-67db9bd79b-vfkg5; 8.83
sex 24 fev 2023 15:12:37 -03; Group 1; redis-67db9bd79b-vfkg5; 9.03
sex 24 fev 2023 15:12:48 -03; Group 1; redis-67db9bd79b-vfkg5; 8.76
sex 24 fev 2023 15:12:58 -03; Group 1; redis-67db9bd79b-vfkg5; 8.80
sex 24 fev 2023 15:13:09 -03; Group 1; redis-67db9bd79b-vfkg5; 8.85
sex 24 fev 2023 15:13:19 -03; Group 1; redis-67db9bd79b-vfkg5; 8.82
sex 24 fev 2023 15:13:30 -03; Group 1; redis-67db9bd79b-vfkg5; 8.90
sex 24 fev 2023 15:13:40 -03; Group 1; redis-67db9bd79b-vfkg5; 8.69
sex 24 fev 2023 15:13:51 -03; Group 1; redis-67db9bd79b-vfkg5; 8.71
sex 24 fev 2023 15:14:01 -03; Group 1; redis-67db9bd79b-vfkg5; 8.52
sex 24 fev 2023 15:14:12 -03; Group 1; redis-67db9bd79b-vfkg5; 8.75
sex 24 fev 2023 15:14:22 -03; Group 1; redis-67db9bd79b-vfkg5; 8.65
sex 24 fev 2023 15:14:33 -03; Group 1; redis-67db9bd79b-vfkg5; 8.54
sex 24 fev 2023 15:14:43 -03; Group 1; redis-67db9bd79b-vfkg5; 8.85
sex 24 fev 2023 15:14:54 -03; Group 1; redis-67db9bd79b-vfkg5; 8.74
sex 24 fev 2023 15:15:04 -03; Group 1; redis-67db9bd79b-vfkg5; 8.68
sex 24 fev 2023 15:15:15 -03; Group 1; redis-67db9bd79b-vfkg5; 8.62
