Data; Group; Nome_POD; IPERF
sex 24 fev 2023 15:15:25 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:15:36 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:15:46 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:15:57 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:16:07 -03; Group 1; result-77f68799c4-2p4sr; 010.10
sex 24 fev 2023 15:16:18 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:16:28 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:16:39 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:16:49 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:17:00 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:17:10 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:17:21 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:17:31 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:17:42 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:17:52 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:18:03 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:18:13 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:18:24 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:18:34 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:18:45 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:18:55 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:19:06 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:19:16 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:19:27 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:19:38 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:19:48 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:19:59 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:20:09 -03; Group 1; result-77f68799c4-2p4sr; 010.09
sex 24 fev 2023 15:20:20 -03; Group 1; result-77f68799c4-2p4sr; 010.08
sex 24 fev 2023 15:20:30 -03; Group 1; result-77f68799c4-2p4sr; 010.08
