Group,WGET
Group 1,1.01677515312
Group 1,.01677515312
Group 1,1.01677515313
Group 1,.01677515313
Group 1,1.01677515314
Group 1,.01677515314
Group 1,1.01677515315
Group 1,.01677515315
Group 1,1.01677515316
Group 1,.01677515316
Group 1,1.01677515317
Group 1,1.01677515318
Group 1,.01677515318
Group 1,1.01677515319
Group 1,.01677515319
Group 1,1.01677515320
Group 1,1.01677515321
Group 1,.01677515321
Group 1,1.01677515322
Group 1,.01677515322
Group 1,1.01677515323
Group 1,.01677515323
Group 1,1.01677515324
Group 1,.01677515324
Group 1,1.01677515325
Group 1,1.01677515326
Group 1,.01677515326
Group 1,1.01677515327
Group 1,.01677515327
Group 1,1.01677515328
