Group,APT
Group 1,2.01678198296
Group 1,1.01678198297
Group 1,3.01678198300
Group 1,1.01678198301
Group 1,2.01678198303
Group 1,2.01678198305
Group 1,2.01678198307
Group 1,2.01678198309
Group 1,2.01678198311
Group 1,2.01678198313
Group 1,2.01678198315
Group 1,1.01678198317
Group 1,1.01678198318
Group 1,43.01678198321
Group 1,1.01678198322
Group 1,2.01678198324
Group 1,2.01678198326
Group 1,2.01678198328
Group 1,2.01678198330
Group 1,2.01678198332
Group 1,2.01678198334
Group 1,2.01678198336
Group 1,2.01678198338
Group 1,2.01678198340
Group 1,2.01678198342
Group 1,1.01678198343
Group 1,2.01678198345
Group 1,2.01678198347
Group 1,2.01678198349
Group 1,2.01678198351
