Group,APT
Group 2,2.01677609637
Group 2,2.01677609639
Group 2,2.01677609641
Group 2,2.01677609643
Group 2,3.01677609646
Group 2,2.01677609648
Group 2,2.01677609650
Group 2,2.01677609652
Group 2,2.01677609654
Group 2,2.01677609656
Group 2,2.01677609658
Group 2,42.01677609660
Group 2,2.01677609662
Group 2,2.01677609664
Group 2,2.01677609666
Group 2,2.01677609668
Group 2,2.01677609670
Group 2,2.01677609672
Group 2,2.01677609674
Group 2,3.01677609677
Group 2,2.01677609679
Group 2,2.01677609681
Group 2,2.01677609683
Group 2,2.01677609685
Group 2,2.01677609687
Group 2,2.01677609689
Group 2,2.01677609691
Group 2,2.01677609693
Group 2,2.01677609695
Group 2,2.01677609697
