Group,APT
Group 2,201.01677601812
Group 2,202.01677601934
Group 2,202.01677602056
Group 2,201.01677602177
Group 2,202.01677602299
Group 2,202.01677602421
Group 2,201.01677602542
Group 2,202.01677602664
Group 2,202.01677602786
Group 2,201.01677602907
Group 2,202.01677603029
Group 2,202.01677603151
Group 2,201.01677603272
Group 2,202.01677603394
Group 2,201.01677603515
Group 2,4201.01677603637
Group 2,202.01677603759
Group 2,201.01677603880
Group 2,202.01677604002
Group 2,202.01677604124
Group 2,202.01677604246
Group 2,201.01677604367
Group 2,202.01677604489
Group 2,201.01677604610
Group 2,202.01677604732
Group 2,202.01677604854
Group 2,202.01677604976
Group 2,201.01677605097
Group 2,202.01677605219
Group 2,241.01677605340
