Group,media
Group 1,10.083
Group 1,10.0827
Group 1,10.081
Group 1,10.086
Group 1,10.0817
Group 1,10.083
Group 1,10.0817
Group 1,10.0807
Group 1,10.083
Group 1,10.0823
Group 2,31.8203
Group 2,31.833
Group 2,31.8347
Group 2,31.832
Group 2,31.8543
Group 2,31.844
Group 2,31.8493
Group 2,31.8537
Group 2,31.845
Group 2,31.8337
