Group,media
Group 1,8.75133
Group 1,8.95467
Group 1,8.73567
Group 1,8.79233
Group 1,8.958
Group 1,8.965
Group 1,8.95667
Group 1,8.96667
Group 1,8.93533
Group 1,9.01467
Group 2,31.838
Group 2,31.8457
Group 2,31.8377
Group 2,31.8317
Group 2,31.844
Group 2,31.8497
Group 2,31.8463
Group 2,31.8517
Group 2,31.8497
Group 2,31.836
