Group,media
Group 1,8.775
Group 1,8.99733
Group 1,8.763
Group 1,8.82333
Group 1,9.03067
Group 1,8.978
Group 1,8.94267
Group 1,9.01933
Group 1,8.89333
Group 1,8.937
Group 2,31.838
Group 2,31.8337
Group 2,31.847
Group 2,31.8343
Group 2,31.8423
Group 2,31.854
Group 2,31.8443
Group 2,31.8473
Group 2,31.8587
Group 2,31.8327
