Group,media
Group 1,0.332
Group 1,0.319667
Group 1,0.344667
Group 1,0.331
Group 1,0.338
Group 1,0.327667
Group 1,0.400333
Group 1,0.329667
Group 1,0.328
Group 1,0.72
Group 2,5.06267
Group 2,5.066
Group 2,5.06767
Group 2,5.06533
Group 2,5.06233
Group 2,5.06333
Group 2,5.069
Group 2,5.06333
Group 2,5.06133
Group 2,5.06467
