Group,media
Group 1,0.312
Group 1,0.323
Group 1,0.329333
Group 1,0.394333
Group 1,0.260333
Group 1,0.316333
Group 1,0.269333
Group 1,0.260667
Group 1,0.256667
Group 1,0.329
Group 2,5.01233
Group 2,5.01167
Group 2,5.01367
Group 2,5.01167
Group 2,5.01
Group 2,5.01267
Group 2,5.01167
Group 2,5.01167
Group 2,5.01267
Group 2,5.01233
