Group,APT
Group 1,2.01677696488
Group 1,2.01677696490
Group 1,2.01677696492
Group 1,2.01677696494
Group 1,1.01677696495
Group 1,2.01677696497
Group 1,2.01677696499
Group 1,2.01677696501
Group 1,2.01677696503
Group 1,2.01677696505
Group 1,2.01677696507
Group 1,2.01677696509
Group 1,2.01677696511
Group 1,2.01677696513
Group 1,2.01677696515
Group 1,2.01677696517
Group 1,1.01677696518
Group 1,3.01677696521
Group 1,1.01677696522
Group 1,2.01677696524
Group 1,2.01677696526
Group 1,2.01677696528
Group 1,2.01677696530
Group 1,2.01677696532
Group 1,2.01677696534
Group 1,2.01677696536
Group 1,2.01677696538
Group 1,42.01677696540
Group 1,2.01677696542
Group 1,2.01677696544
