Group,media
Group 1,10.0823
Group 1,10.0817
Group 1,10.0833
Group 1,10.082
Group 1,10.082
Group 1,10.0827
Group 1,10.083
Group 1,10.085
Group 1,10.0817
Group 1,10.0813
Group 2,31.831
Group 2,31.8277
Group 2,31.827
Group 2,31.829
Group 2,31.8533
Group 2,31.847
Group 2,31.8473
Group 2,31.8537
Group 2,31.833
Group 2,31.8423
