Data; Group; Nome_POD; IPERF
sex 24 fev 2023 16:36:38 -03; Group 2; redis-67db9bd79b-vfkg5; 31.86
sex 24 fev 2023 16:37:10 -03; Group 2; redis-67db9bd79b-vfkg5; 31.82
sex 24 fev 2023 16:37:43 -03; Group 2; redis-67db9bd79b-vfkg5; 31.87
sex 24 fev 2023 16:38:15 -03; Group 2; redis-67db9bd79b-vfkg5; 31.85
sex 24 fev 2023 16:38:47 -03; Group 2; redis-67db9bd79b-vfkg5; 31.81
sex 24 fev 2023 16:39:19 -03; Group 2; redis-67db9bd79b-vfkg5; 31.87
sex 24 fev 2023 16:39:52 -03; Group 2; redis-67db9bd79b-vfkg5; 31.84
sex 24 fev 2023 16:40:24 -03; Group 2; redis-67db9bd79b-vfkg5; 31.68
sex 24 fev 2023 16:40:56 -03; Group 2; redis-67db9bd79b-vfkg5; 31.86
sex 24 fev 2023 16:41:28 -03; Group 2; redis-67db9bd79b-vfkg5; 31.86
sex 24 fev 2023 16:42:01 -03; Group 2; redis-67db9bd79b-vfkg5; 31.84
sex 24 fev 2023 16:42:33 -03; Group 2; redis-67db9bd79b-vfkg5; 31.89
sex 24 fev 2023 16:43:05 -03; Group 2; redis-67db9bd79b-vfkg5; 31.84
sex 24 fev 2023 16:43:37 -03; Group 2; redis-67db9bd79b-vfkg5; 31.88
sex 24 fev 2023 16:44:10 -03; Group 2; redis-67db9bd79b-vfkg5; 31.86
sex 24 fev 2023 16:44:42 -03; Group 2; redis-67db9bd79b-vfkg5; 31.89
sex 24 fev 2023 16:45:14 -03; Group 2; redis-67db9bd79b-vfkg5; 31.86
sex 24 fev 2023 16:45:47 -03; Group 2; redis-67db9bd79b-vfkg5; 31.88
sex 24 fev 2023 16:46:19 -03; Group 2; redis-67db9bd79b-vfkg5; 31.87
sex 24 fev 2023 16:46:51 -03; Group 2; redis-67db9bd79b-vfkg5; 31.83
sex 24 fev 2023 16:47:23 -03; Group 2; redis-67db9bd79b-vfkg5; 31.85
sex 24 fev 2023 16:47:56 -03; Group 2; redis-67db9bd79b-vfkg5; 31.85
sex 24 fev 2023 16:48:28 -03; Group 2; redis-67db9bd79b-vfkg5; 31.88
sex 24 fev 2023 16:49:00 -03; Group 2; redis-67db9bd79b-vfkg5; 31.86
sex 24 fev 2023 16:49:32 -03; Group 2; redis-67db9bd79b-vfkg5; 31.83
sex 24 fev 2023 16:50:05 -03; Group 2; redis-67db9bd79b-vfkg5; 31.83
sex 24 fev 2023 16:50:37 -03; Group 2; redis-67db9bd79b-vfkg5; 31.72
sex 24 fev 2023 16:51:09 -03; Group 2; redis-67db9bd79b-vfkg5; 31.71
sex 24 fev 2023 16:51:41 -03; Group 2; redis-67db9bd79b-vfkg5; 31.83
sex 24 fev 2023 16:52:14 -03; Group 2; redis-67db9bd79b-vfkg5; 31.81
