Data; Group; Nome_POD; IPERF
sex 24 fev 2023 16:52:46 -03; Group 2; result-77f68799c4-2p4sr; 031.86
sex 24 fev 2023 16:53:18 -03; Group 2; result-77f68799c4-2p4sr; 031.86
sex 24 fev 2023 16:53:50 -03; Group 2; result-77f68799c4-2p4sr; 031.89
sex 24 fev 2023 16:54:23 -03; Group 2; result-77f68799c4-2p4sr; 031.85
sex 24 fev 2023 16:54:55 -03; Group 2; result-77f68799c4-2p4sr; 031.87
sex 24 fev 2023 16:55:27 -03; Group 2; result-77f68799c4-2p4sr; 031.89
sex 24 fev 2023 16:55:59 -03; Group 2; result-77f68799c4-2p4sr; 031.77
sex 24 fev 2023 16:56:32 -03; Group 2; result-77f68799c4-2p4sr; 031.82
sex 24 fev 2023 16:57:04 -03; Group 2; result-77f68799c4-2p4sr; 031.87
sex 24 fev 2023 16:57:36 -03; Group 2; result-77f68799c4-2p4sr; 031.78
sex 24 fev 2023 16:58:08 -03; Group 2; result-77f68799c4-2p4sr; 031.83
sex 24 fev 2023 16:58:41 -03; Group 2; result-77f68799c4-2p4sr; 031.81
sex 24 fev 2023 16:59:13 -03; Group 2; result-77f68799c4-2p4sr; 031.85
sex 24 fev 2023 16:59:45 -03; Group 2; result-77f68799c4-2p4sr; 031.85
sex 24 fev 2023 17:00:17 -03; Group 2; result-77f68799c4-2p4sr; 031.84
sex 24 fev 2023 17:00:50 -03; Group 2; result-77f68799c4-2p4sr; 031.74
sex 24 fev 2023 17:01:22 -03; Group 2; result-77f68799c4-2p4sr; 031.87
sex 24 fev 2023 17:01:54 -03; Group 2; result-77f68799c4-2p4sr; 031.86
sex 24 fev 2023 17:02:26 -03; Group 2; result-77f68799c4-2p4sr; 031.86
sex 24 fev 2023 17:02:59 -03; Group 2; result-77f68799c4-2p4sr; 031.84
sex 24 fev 2023 17:03:31 -03; Group 2; result-77f68799c4-2p4sr; 031.82
sex 24 fev 2023 17:04:03 -03; Group 2; result-77f68799c4-2p4sr; 031.85
sex 24 fev 2023 17:04:35 -03; Group 2; result-77f68799c4-2p4sr; 031.84
sex 24 fev 2023 17:05:08 -03; Group 2; result-77f68799c4-2p4sr; 031.83
sex 24 fev 2023 17:05:40 -03; Group 2; result-77f68799c4-2p4sr; 031.83
sex 24 fev 2023 17:06:12 -03; Group 2; result-77f68799c4-2p4sr; 031.83
sex 24 fev 2023 17:06:45 -03; Group 2; result-77f68799c4-2p4sr; 031.86
sex 24 fev 2023 17:07:17 -03; Group 2; result-77f68799c4-2p4sr; 031.84
sex 24 fev 2023 17:07:49 -03; Group 2; result-77f68799c4-2p4sr; 031.66
sex 24 fev 2023 17:08:21 -03; Group 2; result-77f68799c4-2p4sr; 031.87
