Data; Group; Nome_POD; IPERF
sex 24 fev 2023 17:08:54 -03; Group 2; vote-79787c6c8b-dbn8r; 31.87
sex 24 fev 2023 17:09:26 -03; Group 2; vote-79787c6c8b-dbn8r; 31.86
sex 24 fev 2023 17:09:58 -03; Group 2; vote-79787c6c8b-dbn8r; 31.87
sex 24 fev 2023 17:10:30 -03; Group 2; vote-79787c6c8b-dbn8r; 31.85
sex 24 fev 2023 17:11:03 -03; Group 2; vote-79787c6c8b-dbn8r; 31.71
sex 24 fev 2023 17:11:35 -03; Group 2; vote-79787c6c8b-dbn8r; 31.87
sex 24 fev 2023 17:12:07 -03; Group 2; vote-79787c6c8b-dbn8r; 31.83
sex 24 fev 2023 17:12:39 -03; Group 2; vote-79787c6c8b-dbn8r; 31.83
sex 24 fev 2023 17:13:12 -03; Group 2; vote-79787c6c8b-dbn8r; 31.87
sex 24 fev 2023 17:13:44 -03; Group 2; vote-79787c6c8b-dbn8r; 31.85
sex 24 fev 2023 17:14:16 -03; Group 2; vote-79787c6c8b-dbn8r; 31.85
sex 24 fev 2023 17:14:48 -03; Group 2; vote-79787c6c8b-dbn8r; 31.90
sex 24 fev 2023 17:15:21 -03; Group 2; vote-79787c6c8b-dbn8r; 31.84
sex 24 fev 2023 17:15:53 -03; Group 2; vote-79787c6c8b-dbn8r; 31.84
sex 24 fev 2023 17:16:25 -03; Group 2; vote-79787c6c8b-dbn8r; 31.88
sex 24 fev 2023 17:16:57 -03; Group 2; vote-79787c6c8b-dbn8r; 31.86
sex 24 fev 2023 17:17:30 -03; Group 2; vote-79787c6c8b-dbn8r; 31.85
sex 24 fev 2023 17:18:02 -03; Group 2; vote-79787c6c8b-dbn8r; 31.85
sex 24 fev 2023 17:18:34 -03; Group 2; vote-79787c6c8b-dbn8r; 31.87
sex 24 fev 2023 17:19:06 -03; Group 2; vote-79787c6c8b-dbn8r; 31.88
sex 24 fev 2023 17:19:39 -03; Group 2; vote-79787c6c8b-dbn8r; 31.86
sex 24 fev 2023 17:20:11 -03; Group 2; vote-79787c6c8b-dbn8r; 31.86
sex 24 fev 2023 17:20:43 -03; Group 2; vote-79787c6c8b-dbn8r; 31.89
sex 24 fev 2023 17:21:15 -03; Group 2; vote-79787c6c8b-dbn8r; 31.73
sex 24 fev 2023 17:21:48 -03; Group 2; vote-79787c6c8b-dbn8r; 31.82
sex 24 fev 2023 17:22:20 -03; Group 2; vote-79787c6c8b-dbn8r; 31.87
sex 24 fev 2023 17:22:52 -03; Group 2; vote-79787c6c8b-dbn8r; 31.86
sex 24 fev 2023 17:23:24 -03; Group 2; vote-79787c6c8b-dbn8r; 31.88
sex 24 fev 2023 17:23:57 -03; Group 2; vote-79787c6c8b-dbn8r; 31.82
sex 24 fev 2023 17:24:29 -03; Group 2; vote-79787c6c8b-dbn8r; 31.79
