Group,media
Group 1,7.16833
Group 1,7.16833
Group 1,7.167
Group 1,7.16833
Group 1,7.16833
Group 1,7.17267
Group 1,7.17433
Group 1,7.16767
Group 1,7.16267
Group 1,7.16533
Group 2,17.175
Group 2,17.1813
Group 2,17.1793
Group 2,17.1693
Group 2,17.1707
Group 2,17.1793
Group 2,17.1737
Group 2,17.1703
Group 2,17.1727
Group 2,17.1787
