Data; Group; Nome_POD; APT
ter 07 mar 2023 18:28:40 -03; Group 2; db-684b9b49fd-75jjw; 21.151
ter 07 mar 2023 18:30:42 -03; Group 2; db-684b9b49fd-75jjw; 21.113
ter 07 mar 2023 18:32:43 -03; Group 2; db-684b9b49fd-75jjw; 21.187
ter 07 mar 2023 18:34:45 -03; Group 2; db-684b9b49fd-75jjw; 21.085
ter 07 mar 2023 18:36:46 -03; Group 2; db-684b9b49fd-75jjw; 21.104
ter 07 mar 2023 18:38:48 -03; Group 2; db-684b9b49fd-75jjw; 21.092
ter 07 mar 2023 18:40:50 -03; Group 2; db-684b9b49fd-75jjw; 21.325
ter 07 mar 2023 18:42:51 -03; Group 2; db-684b9b49fd-75jjw; 21.080
ter 07 mar 2023 18:44:53 -03; Group 2; db-684b9b49fd-75jjw; 21.125
ter 07 mar 2023 18:46:54 -03; Group 2; db-684b9b49fd-75jjw; 21.066
ter 07 mar 2023 18:48:56 -03; Group 2; db-684b9b49fd-75jjw; 21.111
ter 07 mar 2023 18:50:57 -03; Group 2; db-684b9b49fd-75jjw; 21.099
ter 07 mar 2023 18:52:59 -03; Group 2; db-684b9b49fd-75jjw; 21.367
ter 07 mar 2023 18:55:00 -03; Group 2; db-684b9b49fd-75jjw; 21.116
ter 07 mar 2023 18:57:02 -03; Group 2; db-684b9b49fd-75jjw; 21.152
ter 07 mar 2023 18:59:04 -03; Group 2; db-684b9b49fd-75jjw; 21.104
ter 07 mar 2023 19:01:05 -03; Group 2; db-684b9b49fd-75jjw; 21.084
ter 07 mar 2023 19:03:07 -03; Group 2; db-684b9b49fd-75jjw; 21.165
ter 07 mar 2023 19:05:08 -03; Group 2; db-684b9b49fd-75jjw; 21.129
ter 07 mar 2023 19:07:10 -03; Group 2; db-684b9b49fd-75jjw; 21.096
ter 07 mar 2023 19:09:11 -03; Group 2; db-684b9b49fd-75jjw; 21.136
ter 07 mar 2023 19:11:13 -03; Group 2; db-684b9b49fd-75jjw; 21.112
ter 07 mar 2023 19:13:14 -03; Group 2; db-684b9b49fd-75jjw; 21.120
ter 07 mar 2023 19:15:16 -03; Group 2; db-684b9b49fd-75jjw; 21.163
ter 07 mar 2023 19:17:17 -03; Group 2; db-684b9b49fd-75jjw; 21.067
ter 07 mar 2023 19:19:19 -03; Group 2; db-684b9b49fd-75jjw; 21.308
ter 07 mar 2023 19:21:21 -03; Group 2; db-684b9b49fd-75jjw; 21.141
ter 07 mar 2023 19:23:22 -03; Group 2; db-684b9b49fd-75jjw; 21.125
ter 07 mar 2023 19:25:24 -03; Group 2; db-684b9b49fd-75jjw; 21.112
ter 07 mar 2023 19:27:25 -03; Group 2; db-684b9b49fd-75jjw; 21.134
