Group,CURL
Group 1,00.354
Group 1,00.317
Group 1,00.342
Group 1,00.368
Group 1,00.309
Group 1,00.563
Group 1,00.300
Group 1,00.287
Group 1,00.299
Group 1,00.340
Group 1,00.297
Group 1,00.330
Group 1,00.327
Group 1,00.303
Group 1,00.303
Group 1,00.314
Group 1,00.342
Group 1,00.301
Group 1,00.301
Group 1,00.298
Group 1,00.314
Group 1,00.280
Group 1,00.294
Group 1,00.286
Group 1,00.350
Group 1,00.545
Group 1,00.315
Group 1,00.284
Group 1,00.327
Group 1,00.324
Group 2,00.710
Group 2,00.649
Group 2,00.656
Group 2,00.713
Group 2,00.654
Group 2,00.652
Group 2,00.677
Group 2,00.703
Group 2,00.694
Group 2,00.658
Group 2,00.682
Group 2,00.698
Group 2,00.717
Group 2,00.633
Group 2,00.635
Group 2,00.752
Group 2,00.656
Group 2,00.688
Group 2,00.668
Group 2,00.702
Group 2,00.646
Group 2,00.700
Group 2,00.685
Group 2,00.685
Group 2,00.681
Group 2,00.642
Group 2,00.662
Group 2,00.675
Group 2,01.023
Group 2,00.673
